nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
-1.396498265748264689e-01,2.808185703796915733e-02
-1.396498265748264689e-01,2.808185703796915733e-02
-8.578042350479106459e-02,-2.965681593646736502e-02
-1.387133458837595257e-01,1.151678799536566544e-02
-6.485479420533241113e-02,-7.022953606487677969e-02
-5.466571591772928507e-02,-3.766115603785306909e-02
-5.722462202364652500e-02,-9.621739894182944342e-02
-5.689110257703526574e-02,-7.538006579106561189e-02
-5.819955056848018227e-02,-7.666869856647415271e-02
-5.647442146519739137e-02,-7.365118381346637266e-02
-5.511372891897257237e-02,-7.090451816725808210e-02
-5.634756819010301038e-02,-6.843663490618140388e-02
-3.968754060611369427e-02,-6.493348588043000580e-02
-5.706179826220109108e-02,-6.978920302215163574e-02
-5.625395088503645780e-02,-7.284877629188959980e-02
-6.327823366692963969e-02,-7.203665349647599137e-02
-5.871329286300356470e-02,-6.571885045534922587e-02
-5.803939626644087635e-02,-9.732797006645942106e-02
-5.896609977882329851e-02,-6.601833565528687775e-02
-5.210454215132994532e-02,-7.687823144218691729e-02
-5.696567620683700567e-02,-8.324337028068456990e-02
-5.722373780770804996e-02,-8.066218336444806736e-02
-5.955465201613584225e-02,-8.236790938464473577e-02
-5.460477044461732599e-02,-9.996181454394202637e-02
-5.901335413483926873e-02,-7.975266424568457080e-02
-5.064240169358590754e-02,-7.949826386935680833e-02
-5.440596488358431793e-02,-8.483364982981683733e-02
-4.545876595250999963e-02,-9.592973823988922011e-02
-5.644634005852972036e-02,-8.165744575767680535e-02
-4.238941445073089731e-02,-1.057150655352243479e-01
-5.100339266972971769e-02,-8.952403244892186140e-02
-3.358124911414479136e-02,-1.058494608611866700e-01
-4.810035666274443261e-02,-9.359316962843178267e-02
-3.937175892521124765e-02,-9.839637146168490889e-02
-4.666572398894340556e-02,-8.368053568551886423e-02
-4.174206809138334556e-02,-1.061110891657822963e-01
-4.743716053278124178e-02,-7.773575817202886540e-02
-3.575294956353868014e-02,-1.040856286128410968e-01
-4.557722976423887046e-02,-8.308234443414756754e-02
-3.848334226039820671e-02,-1.031612362646991271e-01
-4.429394809005210432e-02,-9.584832793524555861e-02
-3.770742840034189969e-02,-1.101758724415907165e-01
-4.336784684956128400e-02,-9.194116640613449187e-02
-3.719484177317115142e-02,-1.017543709340629210e-01
-4.088854039609954305e-02,-8.407328445579104192e-02
-3.238658878477954084e-02,-9.979471916568395662e-02
-3.739446200401172482e-02,-8.433658297023755024e-02
-3.121580205691020307e-02,-9.748291571704312264e-02
-3.462804944629484932e-02,-8.400959610087277429e-02
-2.708451335449622507e-02,-9.405044570813456128e-02
-3.377253758624713248e-02,-8.630421924676828782e-02
-2.874576129614712233e-02,-9.151631005950473796e-02
-3.232826309157265515e-02,-7.345704883520387529e-02
-2.760821839621621296e-02,-9.241615762079272156e-02
-3.094048910773974578e-02,-7.462342976358712909e-02
-2.410034155075893927e-02,-8.856416171236732027e-02
-3.108714914796121762e-02,-7.174949085219559097e-02
-2.442798915118091566e-02,-7.555612311872371423e-02
-2.910884521456059623e-02,-6.740133470468247234e-02
-2.414517847774417386e-02,-7.434565846601881578e-02
-2.942930040071303766e-02,-6.642100861677210921e-02
-2.612871961992010300e-02,-8.015434893834864905e-02
-2.816241958362874012e-02,-6.772945546169122089e-02
-2.290530859356771157e-02,-7.563160861858453377e-02
-2.736179144080386205e-02,-6.863779606238462616e-02
-2.283174849838432233e-02,-8.220142084403377070e-02
-2.527752725949455187e-02,-7.037802571562648546e-02
-2.259597238561626004e-02,-7.825608709380973971e-02
-2.651857054816584083e-02,-6.351108388629031487e-02
-2.289594045192912264e-02,-6.507280483014214745e-02
-2.537293081167533992e-02,-6.145484284313214307e-02
-2.018598316565218057e-02,-7.168788372216604310e-02
-2.598089751144358472e-02,-6.088545156547121862e-02
-2.178730498843844954e-02,-6.795291226808893026e-02
-2.583415007952948733e-02,-6.473710275711336282e-02
-2.307904825301123133e-02,-6.758845287897904952e-02
-2.527470836901995338e-02,-6.540942285378473220e-02
-2.162356510661984574e-02,-6.564386505862514209e-02
-2.488082580608016320e-02,-6.138430515916433461e-02
-2.143518564550770875e-02,-7.125860159311842024e-02
-2.476864549272174421e-02,-6.335950366638382070e-02
-2.114674832450937070e-02,-6.849655814843627621e-02
-2.424176723236106182e-02,-5.904987355871026133e-02
-2.085714198586855611e-02,-6.657989610215117593e-02
-2.437127786023608397e-02,-6.301527154472250092e-02
-2.199321727223604514e-02,-6.558287705036867921e-02
-2.441598995068347891e-02,-6.544224627356261259e-02
-2.058810179534179344e-02,-7.325900769750354202e-02
-2.399501173282778121e-02,-6.336217143014588604e-02
-2.206824930440069374e-02,-6.363514725504970659e-02
-2.359926487798139766e-02,-5.922525671876152642e-02
-2.102541796324761819e-02,-6.542967139732669413e-02
-2.394563284080591242e-02,-5.883230420852081366e-02
-2.112364587776549910e-02,-6.740503407593610719e-02
-2.404025073422894759e-02,-6.172616685958363936e-02
-2.013590862974458037e-02,-6.945611445198227041e-02
-2.381440240731772656e-02,-6.361354408897372525e-02
-2.042097240953760773e-02,-6.733880597440210225e-02
-2.372641251837626433e-02,-6.531535379208190661e-02
-2.076305937906513382e-02,-7.129983984657536911e-02
-2.389620853040557227e-02,-6.252597780243329684e-02
-2.086874635037771694e-02,-6.873382138290769217e-02
-2.387809514289147145e-02,-6.248977384816998409e-02
-2.052268894320168069e-02,-6.692619116101361509e-02
-2.386956807838785249e-02,-6.534155559556509285e-02
-2.089380222817221675e-02,-7.137136306271793518e-02
-2.385381428268371420e-02,-6.329221120240940968e-02
-2.105485829780598048e-02,-7.174945957405268193e-02
-2.371299265391117739e-02,-6.232950000769676285e-02
-2.107148970222467999e-02,-6.938075824889625154e-02
